transaction_id,player_id,transaction_date,currency_type,bundle_tier,amount_usd,quantity_received,spend_segment,market,platform,experiment_group,install_date
5069,10737,2024-09-18,royal_token,value,99.99,2000,Whale,US,iOS,Treatment,2024-08-31
5070,11068,2024-09-18,coin,medium,79.99,30000,Dolphin,Other,iOS,Control,2024-08-03
5071,11232,2024-09-18,coin,large,349.99,150000,Whale,UK,iOS,Control,2024-07-19
5072,11853,2024-09-18,coin,large,349.99,150000,Whale,UK,iOS,,2024-05-28
5073,12389,2024-09-18,coin,medium,79.99,30000,Dolphin,US,Android,,2024-05-17
5074,13698,2024-09-18,coin,large,349.99,150000,Dolphin,Germany,Android,,2024-04-10
5075,14508,2024-09-18,coin,medium,79.99,30000,Whale,US,iOS,Treatment,2024-09-05
5076,14508,2024-09-18,royal_token,value,99.99,2000,Whale,US,iOS,Treatment,2024-09-05
5077,14583,2024-09-18,coin,large,349.99,150000,Whale,Other,iOS,,2024-06-03
5078,14588,2024-09-18,coin,medium,79.99,30000,Dolphin,Canada,Android,Treatment,2024-08-03
5079,15457,2024-09-18,coin,small,29.99,10000,Dolphin,Germany,iOS,,2024-06-01
5080,18601,2024-09-18,coin,large,349.99,150000,Whale,US,iOS,,2024-05-30
5081,20035,2024-09-18,royal_token,standard,39.99,500,Dolphin,Canada,iOS,Treatment,2024-07-18
5082,20294,2024-09-18,coin,large,349.99,150000,Whale,US,iOS,,2024-05-31
5083,21262,2024-09-18,coin,medium,79.99,30000,Whale,UK,iOS,Control,2024-09-05
5084,21873,2024-09-18,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-08-10
5085,22393,2024-09-18,coin,large,349.99,150000,Whale,US,Android,,2024-05-13
5086,25380,2024-09-18,coin,small,29.99,10000,Whale,US,iOS,Treatment,2024-09-03
5087,25380,2024-09-18,royal_token,value,99.99,2000,Whale,US,iOS,Treatment,2024-09-03
5088,25411,2024-09-18,coin,medium,79.99,30000,Minnow,UK,iOS,Treatment,2024-09-08
5089,26043,2024-09-18,coin,large,349.99,150000,Whale,Other,iOS,,2024-06-23
5090,28614,2024-09-18,coin,large,349.99,150000,Whale,US,iOS,,2024-05-20
5091,28741,2024-09-18,coin,medium,79.99,30000,Minnow,Germany,iOS,,2024-05-02
5092,28855,2024-09-18,royal_token,value,99.99,2000,Dolphin,Germany,iOS,Treatment,2024-07-29
5093,29394,2024-09-18,coin,small,29.99,10000,Minnow,US,iOS,,2024-06-21
5094,30655,2024-09-18,coin,medium,79.99,30000,Minnow,UK,iOS,Treatment,2024-08-03
5095,31700,2024-09-18,coin,medium,79.99,30000,Whale,US,Android,Control,2024-09-04
5096,31897,2024-09-18,coin,large,349.99,150000,Whale,Germany,iOS,Treatment,2024-08-07
5097,31897,2024-09-18,royal_token,value,99.99,2000,Whale,Germany,iOS,Treatment,2024-08-07
5098,32076,2024-09-18,coin,medium,79.99,30000,Whale,US,iOS,,2024-05-21
5099,32797,2024-09-18,coin,large,349.99,150000,Whale,UK,Android,,2024-05-28
5100,33718,2024-09-18,coin,small,29.99,10000,Minnow,US,iOS,Treatment,2024-09-09
5101,33760,2024-09-18,coin,small,29.99,10000,Whale,US,iOS,Control,2024-09-18
5102,34683,2024-09-18,coin,medium,79.99,30000,Whale,US,Android,Treatment,2024-09-03
5103,34918,2024-09-18,coin,large,349.99,150000,Whale,Canada,iOS,Control,2024-07-31
5104,35133,2024-09-18,royal_token,starter,9.99,100,Dolphin,UK,Android,Treatment,2024-09-06
5105,35676,2024-09-18,coin,small,29.99,10000,Minnow,Canada,iOS,Treatment,2024-07-19
5106,36849,2024-09-18,coin,small,29.99,10000,Minnow,US,Android,,2024-05-18
5107,37564,2024-09-18,coin,large,349.99,150000,Whale,UK,iOS,Control,2024-07-20
5108,37672,2024-09-18,coin,medium,79.99,30000,Whale,US,Android,Control,2024-08-25
5109,40173,2024-09-18,coin,large,349.99,150000,Whale,US,iOS,Control,2024-07-27
5110,41984,2024-09-18,coin,large,349.99,150000,Whale,US,iOS,,2024-05-19
5111,43668,2024-09-18,royal_token,standard,39.99,500,Minnow,US,iOS,Treatment,2024-09-15
5112,43684,2024-09-18,coin,large,349.99,150000,Whale,US,Android,Treatment,2024-09-10
5113,43684,2024-09-18,royal_token,value,99.99,2000,Whale,US,Android,Treatment,2024-09-10
5114,44095,2024-09-18,royal_token,standard,39.99,500,Dolphin,US,iOS,Treatment,2024-09-13
5115,44517,2024-09-18,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-08-24
5116,44517,2024-09-18,royal_token,value,99.99,2000,Whale,US,iOS,Treatment,2024-08-24
5117,44775,2024-09-18,coin,large,349.99,150000,Whale,Germany,iOS,,2024-05-30
5118,47550,2024-09-18,coin,large,349.99,150000,Whale,US,iOS,,2024-06-30
5119,47550,2024-09-18,coin,large,349.99,150000,Whale,US,iOS,,2024-06-30
5120,47721,2024-09-18,coin,large,349.99,150000,Whale,US,Android,,2024-06-09
5121,47788,2024-09-18,coin,large,349.99,150000,Whale,US,Android,Treatment,2024-09-18
5122,47788,2024-09-18,royal_token,standard,39.99,500,Whale,US,Android,Treatment,2024-09-18
5123,49434,2024-09-18,coin,medium,79.99,30000,Whale,US,Android,Control,2024-08-08
5124,673,2024-09-19,coin,large,349.99,150000,Whale,UK,iOS,,2024-05-13
5125,889,2024-09-19,coin,micro,2.99,1000,Minnow,Australia,iOS,,2024-04-08
5126,919,2024-09-19,coin,large,349.99,150000,Whale,UK,iOS,Control,2024-09-18
5127,950,2024-09-19,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-07-24
5128,950,2024-09-19,royal_token,value,99.99,2000,Whale,US,iOS,Treatment,2024-07-24
5129,3065,2024-09-19,coin,medium,79.99,30000,Whale,Germany,Android,,2024-05-19
5130,3871,2024-09-19,coin,medium,79.99,30000,Dolphin,Other,Android,Treatment,2024-09-07
5131,4026,2024-09-19,coin,medium,79.99,30000,Whale,US,iOS,Treatment,2024-07-16
5132,4506,2024-09-19,coin,small,29.99,10000,Whale,US,Android,Control,2024-08-19
5133,5623,2024-09-19,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-07-05
5134,5623,2024-09-19,royal_token,standard,39.99,500,Whale,US,iOS,Treatment,2024-07-05
5135,6906,2024-09-19,coin,large,349.99,150000,Whale,US,Android,,2024-04-20
5136,7459,2024-09-19,coin,medium,79.99,30000,Whale,Germany,iOS,Control,2024-09-07
5137,7554,2024-09-19,coin,large,349.99,150000,Whale,Australia,iOS,Control,2024-08-02
5138,8741,2024-09-19,coin,small,29.99,10000,Dolphin,Germany,Android,,2024-04-15
5139,8788,2024-09-19,coin,large,349.99,150000,Whale,Germany,iOS,,2024-06-27
5140,9732,2024-09-19,coin,large,349.99,150000,Whale,US,Android,,2024-05-18
5141,12607,2024-09-19,coin,medium,79.99,30000,Whale,US,Android,,2024-06-20
5142,13661,2024-09-19,coin,large,349.99,150000,Whale,Germany,iOS,,2024-05-19
5143,14009,2024-09-19,coin,large,349.99,150000,Whale,Germany,Android,Treatment,2024-09-01
5144,14009,2024-09-19,royal_token,value,99.99,2000,Whale,Germany,Android,Treatment,2024-09-01
5145,14408,2024-09-19,coin,medium,79.99,30000,Dolphin,Canada,iOS,,2024-04-15
5146,14618,2024-09-19,coin,large,349.99,150000,Whale,UK,iOS,Control,2024-07-14
5147,15781,2024-09-19,coin,small,29.99,10000,Dolphin,Other,iOS,Control,2024-07-13
5148,16000,2024-09-19,coin,medium,79.99,30000,Whale,US,Android,Treatment,2024-09-13
5149,19322,2024-09-19,coin,large,349.99,150000,Whale,US,Android,Control,2024-07-03
5150,19361,2024-09-19,coin,small,29.99,10000,Minnow,Canada,iOS,,2024-05-03
5151,21036,2024-09-19,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-09-12
5152,21036,2024-09-19,royal_token,starter,9.99,100,Whale,US,iOS,Treatment,2024-09-12
5153,22204,2024-09-19,coin,large,349.99,150000,Whale,US,iOS,,2024-04-20
5154,22805,2024-09-19,coin,large,349.99,150000,Whale,Germany,iOS,,2024-05-25
5155,23147,2024-09-19,coin,large,349.99,150000,Whale,Other,iOS,Control,2024-09-10
5156,23147,2024-09-19,coin,large,349.99,150000,Whale,Other,iOS,Control,2024-09-10
5157,24670,2024-09-19,coin,large,349.99,150000,Whale,Germany,iOS,,2024-05-12
5158,25010,2024-09-19,coin,large,349.99,150000,Whale,Canada,iOS,Treatment,2024-09-03
5159,26696,2024-09-19,coin,large,349.99,150000,Whale,US,iOS,,2024-04-30
5160,27691,2024-09-19,coin,large,349.99,150000,Whale,US,iOS,Control,2024-07-19
5161,28858,2024-09-19,coin,large,349.99,150000,Whale,US,Android,,2024-05-31
5162,30146,2024-09-19,coin,large,349.99,150000,Whale,US,iOS,Control,2024-09-13
5163,31274,2024-09-19,coin,large,349.99,150000,Whale,Canada,Android,Control,2024-08-02
5164,32310,2024-09-19,coin,medium,79.99,30000,Whale,Germany,iOS,,2024-04-02
5165,32794,2024-09-19,coin,large,349.99,150000,Whale,US,iOS,,2024-05-21
5166,33066,2024-09-19,coin,large,349.99,150000,Whale,US,iOS,,2024-04-03
5167,34800,2024-09-19,coin,medium,79.99,30000,Minnow,US,iOS,Control,2024-07-30
5168,35249,2024-09-19,royal_token,standard,39.99,500,Minnow,US,iOS,Treatment,2024-07-17
5169,35407,2024-09-19,coin,small,29.99,10000,Dolphin,Other,iOS,Treatment,2024-07-03
5170,38409,2024-09-19,coin,micro,2.99,1000,Minnow,Canada,iOS,,2024-06-27
5171,38605,2024-09-19,coin,micro,2.99,1000,Minnow,Canada,iOS,,2024-05-03
5172,39095,2024-09-19,coin,large,349.99,150000,Whale,Germany,iOS,,2024-05-02
5173,39743,2024-09-19,coin,medium,79.99,30000,Dolphin,Other,iOS,,2024-04-06
5174,40082,2024-09-19,coin,large,349.99,150000,Whale,Canada,Android,,2024-06-05
5175,42417,2024-09-19,coin,large,349.99,150000,Dolphin,Other,iOS,Treatment,2024-07-21
5176,42525,2024-09-19,coin,medium,79.99,30000,Whale,US,Android,Treatment,2024-07-29
5177,46508,2024-09-19,coin,large,349.99,150000,Whale,Canada,iOS,,2024-06-04
5178,48089,2024-09-19,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-09-08
5179,48089,2024-09-19,royal_token,starter,9.99,100,Whale,US,iOS,Treatment,2024-09-08
5180,48425,2024-09-19,coin,medium,79.99,30000,Dolphin,Australia,iOS,Treatment,2024-07-16
5181,48594,2024-09-19,coin,large,349.99,150000,Whale,US,Android,,2024-06-27
5182,6,2024-09-20,coin,large,349.99,150000,Whale,Other,iOS,,2024-06-30
5183,442,2024-09-20,coin,medium,79.99,30000,Whale,US,Android,,2024-06-20
5184,3795,2024-09-20,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-08-20
5185,3795,2024-09-20,royal_token,value,99.99,2000,Whale,US,iOS,Treatment,2024-08-20
5186,4319,2024-09-20,coin,large,349.99,150000,Whale,US,Android,,2024-06-14
5187,4444,2024-09-20,coin,large,349.99,150000,Dolphin,Other,iOS,,2024-05-17
5188,4459,2024-09-20,coin,micro,2.99,1000,Dolphin,US,iOS,,2024-05-18
5189,5232,2024-09-20,coin,large,349.99,150000,Whale,US,Android,,2024-05-26
5190,5972,2024-09-20,coin,large,349.99,150000,Whale,US,iOS,,2024-05-27
5191,7645,2024-09-20,coin,large,349.99,150000,Whale,Other,iOS,,2024-04-16
5192,10110,2024-09-20,coin,micro,2.99,1000,Minnow,US,iOS,Control,2024-09-15
5193,10772,2024-09-20,coin,medium,79.99,30000,Dolphin,US,iOS,Control,2024-08-03
5194,14408,2024-09-20,coin,medium,79.99,30000,Dolphin,Canada,iOS,,2024-04-15
5195,14839,2024-09-20,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-25
5196,14965,2024-09-20,coin,medium,79.99,30000,Whale,UK,iOS,,2024-05-10
5197,15045,2024-09-20,coin,medium,79.99,30000,Whale,US,iOS,,2024-04-27
5198,17661,2024-09-20,coin,large,349.99,150000,Whale,UK,iOS,Control,2024-07-28
5199,19319,2024-09-20,coin,medium,79.99,30000,Whale,US,iOS,Treatment,2024-09-18
5200,19319,2024-09-20,royal_token,value,99.99,2000,Whale,US,iOS,Treatment,2024-09-18
5201,19322,2024-09-20,coin,large,349.99,150000,Whale,US,Android,Control,2024-07-03
5202,20580,2024-09-20,coin,large,349.99,150000,Whale,Other,iOS,Treatment,2024-07-11
5203,20580,2024-09-20,royal_token,value,99.99,2000,Whale,Other,iOS,Treatment,2024-07-11
5204,22048,2024-09-20,coin,medium,79.99,30000,Whale,Other,iOS,,2024-04-05
5205,26072,2024-09-20,coin,medium,79.99,30000,Whale,US,iOS,,2024-06-02
5206,26495,2024-09-20,coin,large,349.99,150000,Whale,US,iOS,Control,2024-08-25
5207,26612,2024-09-20,coin,small,29.99,10000,Dolphin,US,iOS,Control,2024-07-03
5208,27074,2024-09-20,coin,large,349.99,150000,Whale,US,iOS,,2024-05-20
5209,28022,2024-09-20,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-09-14
5210,28022,2024-09-20,royal_token,value,99.99,2000,Whale,US,iOS,Treatment,2024-09-14
5211,28566,2024-09-20,coin,medium,79.99,30000,Dolphin,US,iOS,,2024-06-17
5212,29846,2024-09-20,coin,medium,79.99,30000,Whale,US,iOS,,2024-05-15
5213,29866,2024-09-20,coin,medium,79.99,30000,Whale,Other,Android,,2024-06-23
5214,30354,2024-09-20,coin,large,349.99,150000,Dolphin,US,iOS,,2024-05-07
5215,30402,2024-09-20,coin,large,349.99,150000,Whale,UK,iOS,,2024-04-14
5216,30877,2024-09-20,coin,medium,79.99,30000,Dolphin,US,iOS,,2024-04-09
5217,33846,2024-09-20,royal_token,starter,9.99,100,Dolphin,Other,iOS,Treatment,2024-09-19
5218,35152,2024-09-20,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-08-01
5219,35152,2024-09-20,royal_token,standard,39.99,500,Whale,US,iOS,Treatment,2024-08-01
5220,35512,2024-09-20,coin,small,29.99,10000,Dolphin,US,iOS,Control,2024-08-19
5221,35717,2024-09-20,coin,micro,2.99,1000,Minnow,US,iOS,Control,2024-09-18
5222,37006,2024-09-20,coin,large,349.99,150000,Whale,UK,iOS,Control,2024-08-16
5223,37943,2024-09-20,coin,medium,79.99,30000,Minnow,US,Android,,2024-05-12
5224,38148,2024-09-20,coin,large,349.99,150000,Whale,Australia,iOS,,2024-06-06
5225,38327,2024-09-20,coin,large,349.99,150000,Whale,US,iOS,,2024-06-25
5226,38880,2024-09-20,coin,micro,2.99,1000,Minnow,Germany,iOS,,2024-04-30
5227,39558,2024-09-20,coin,large,349.99,150000,Whale,Other,iOS,,2024-05-11
5228,40975,2024-09-20,coin,medium,79.99,30000,Dolphin,Germany,iOS,,2024-04-26
5229,41665,2024-09-20,coin,medium,79.99,30000,Dolphin,Canada,iOS,,2024-04-21
5230,43054,2024-09-20,coin,large,349.99,150000,Dolphin,UK,Android,,2024-05-15
5231,43318,2024-09-20,coin,large,349.99,150000,Whale,US,iOS,,2024-05-24
5232,43567,2024-09-20,coin,small,29.99,10000,Minnow,Other,Android,,2024-04-30
5233,43670,2024-09-20,coin,large,349.99,150000,Whale,US,Android,Treatment,2024-08-16
5234,43670,2024-09-20,royal_token,value,99.99,2000,Whale,US,Android,Treatment,2024-08-16
5235,44437,2024-09-20,coin,large,349.99,150000,Dolphin,US,iOS,,2024-05-18
5236,46293,2024-09-20,coin,large,349.99,150000,Dolphin,US,iOS,,2024-04-10
5237,46737,2024-09-20,coin,large,349.99,150000,Whale,UK,Android,,2024-04-14
5238,47550,2024-09-20,coin,medium,79.99,30000,Whale,US,iOS,,2024-06-30
5239,49149,2024-09-20,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-09-05
5240,49149,2024-09-20,royal_token,value,99.99,2000,Whale,US,iOS,Treatment,2024-09-05
5241,49471,2024-09-20,coin,large,349.99,150000,Whale,Other,iOS,,2024-04-22
5242,195,2024-09-21,coin,large,349.99,150000,Whale,US,iOS,,2024-05-20
5243,964,2024-09-21,coin,medium,79.99,30000,Whale,US,iOS,Control,2024-09-11
5244,1414,2024-09-21,coin,large,349.99,150000,Whale,US,iOS,,2024-06-16
5245,1484,2024-09-21,coin,large,349.99,150000,Whale,US,Android,,2024-05-27
5246,3356,2024-09-21,coin,large,349.99,150000,Whale,Australia,iOS,Treatment,2024-08-13
5247,3356,2024-09-21,royal_token,value,99.99,2000,Whale,Australia,iOS,Treatment,2024-08-13
5248,3575,2024-09-21,coin,medium,79.99,30000,Whale,US,iOS,,2024-05-09
5249,3598,2024-09-21,coin,large,349.99,150000,Whale,Other,Android,,2024-06-13
5250,3775,2024-09-21,coin,large,349.99,150000,Whale,US,Android,,2024-06-27
5251,5133,2024-09-21,coin,small,29.99,10000,Dolphin,Other,Android,,2024-05-19
5252,5226,2024-09-21,coin,large,349.99,150000,Whale,Canada,iOS,Control,2024-09-03
5253,5972,2024-09-21,coin,medium,79.99,30000,Whale,US,iOS,,2024-05-27
5254,6138,2024-09-21,coin,medium,79.99,30000,Whale,US,Android,,2024-05-09
5255,8342,2024-09-21,coin,large,349.99,150000,Whale,Australia,Android,Control,2024-08-08
5256,8514,2024-09-21,coin,large,349.99,150000,Whale,Other,iOS,Treatment,2024-08-31
5257,9284,2024-09-21,coin,medium,79.99,30000,Dolphin,Other,iOS,Control,2024-08-29
5258,9421,2024-09-21,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-09-14
5259,9710,2024-09-21,coin,large,349.99,150000,Whale,US,iOS,,2024-05-24
5260,11897,2024-09-21,coin,medium,79.99,30000,Whale,US,iOS,,2024-04-30
5261,11897,2024-09-21,coin,small,29.99,10000,Whale,US,iOS,,2024-04-30
5262,13237,2024-09-21,coin,small,29.99,10000,Dolphin,US,iOS,,2024-04-05
5263,13246,2024-09-21,coin,medium,79.99,30000,Whale,Germany,iOS,Control,2024-09-17
5264,13399,2024-09-21,coin,medium,79.99,30000,Dolphin,Australia,Android,,2024-04-15
5265,14950,2024-09-21,coin,medium,79.99,30000,Dolphin,UK,iOS,Treatment,2024-08-23
5266,17645,2024-09-21,coin,micro,2.99,1000,Dolphin,UK,Android,,2024-04-29
5267,18509,2024-09-21,coin,medium,79.99,30000,Dolphin,UK,iOS,Treatment,2024-08-07
5268,21070,2024-09-21,coin,large,349.99,150000,Dolphin,UK,iOS,Control,2024-08-08
5269,22679,2024-09-21,coin,large,349.99,150000,Whale,US,iOS,Control,2024-07-20
5270,22903,2024-09-21,coin,small,29.99,10000,Minnow,US,iOS,Treatment,2024-08-04
5271,23300,2024-09-21,royal_token,standard,39.99,500,Dolphin,UK,Android,Treatment,2024-09-06
5272,24139,2024-09-21,coin,small,29.99,10000,Whale,US,Android,Control,2024-07-16
5273,24187,2024-09-21,coin,large,349.99,150000,Whale,US,Android,,2024-06-04
5274,24334,2024-09-21,coin,medium,79.99,30000,Dolphin,UK,iOS,,2024-05-08
5275,24482,2024-09-21,coin,large,349.99,150000,Whale,US,Android,,2024-06-05
5276,25010,2024-09-21,coin,large,349.99,150000,Whale,Canada,iOS,Treatment,2024-09-03
5277,25096,2024-09-21,coin,large,349.99,150000,Whale,Canada,iOS,,2024-06-05
5278,25589,2024-09-21,royal_token,standard,39.99,500,Dolphin,US,Android,Treatment,2024-07-06
5279,27063,2024-09-21,coin,large,349.99,150000,Whale,Other,iOS,,2024-05-05
5280,28730,2024-09-21,coin,large,349.99,150000,Whale,US,iOS,Control,2024-08-24
5281,31241,2024-09-21,coin,large,349.99,150000,Whale,US,Android,,2024-05-30
5282,31464,2024-09-21,coin,large,349.99,150000,Whale,Canada,Android,Control,2024-07-04
5283,33297,2024-09-21,coin,small,29.99,10000,Minnow,UK,iOS,Control,2024-09-07
5284,34497,2024-09-21,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-08-30
5285,34497,2024-09-21,royal_token,value,99.99,2000,Whale,US,iOS,Treatment,2024-08-30
5286,34749,2024-09-21,coin,large,349.99,150000,Whale,Canada,iOS,,2024-05-11
5287,36013,2024-09-21,coin,large,349.99,150000,Whale,Other,iOS,,2024-06-10
5288,36624,2024-09-21,coin,large,349.99,150000,Whale,US,Android,,2024-04-14
5289,37996,2024-09-21,coin,large,349.99,150000,Whale,Canada,iOS,Treatment,2024-07-06
5290,38438,2024-09-21,coin,small,29.99,10000,Minnow,US,Android,Treatment,2024-08-24
5291,41183,2024-09-21,coin,large,349.99,150000,Dolphin,Other,iOS,,2024-05-18
5292,41897,2024-09-21,coin,large,349.99,150000,Whale,Australia,iOS,,2024-05-11
5293,45200,2024-09-21,coin,medium,79.99,30000,Whale,US,Android,,2024-05-03
5294,46084,2024-09-21,coin,medium,79.99,30000,Minnow,Canada,iOS,Control,2024-09-06
5295,46215,2024-09-21,coin,large,349.99,150000,Whale,UK,iOS,Control,2024-07-08
5296,46289,2024-09-21,coin,large,349.99,150000,Whale,UK,iOS,Control,2024-09-16
5297,46728,2024-09-21,coin,large,349.99,150000,Whale,Other,iOS,,2024-04-26
5298,46797,2024-09-21,coin,medium,79.99,30000,Whale,US,Android,Treatment,2024-08-08
5299,46797,2024-09-21,royal_token,standard,39.99,500,Whale,US,Android,Treatment,2024-08-08
5300,47011,2024-09-21,coin,large,349.99,150000,Whale,US,iOS,Control,2024-08-09
5301,47364,2024-09-21,coin,large,349.99,150000,Whale,US,iOS,,2024-04-08
5302,47477,2024-09-21,coin,medium,79.99,30000,Minnow,US,Android,Control,2024-08-16
5303,47788,2024-09-21,coin,large,349.99,150000,Whale,US,Android,Treatment,2024-09-18
5304,49952,2024-09-21,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-07-17
5305,49952,2024-09-21,royal_token,starter,9.99,100,Whale,US,iOS,Treatment,2024-07-17
5306,1496,2024-09-22,coin,large,349.99,150000,Whale,UK,Android,Treatment,2024-08-06
5307,1496,2024-09-22,royal_token,value,99.99,2000,Whale,UK,Android,Treatment,2024-08-06
5308,1631,2024-09-22,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-09
5309,2441,2024-09-22,coin,large,349.99,150000,Whale,Germany,iOS,Control,2024-08-16
5310,2613,2024-09-22,coin,large,349.99,150000,Whale,Canada,iOS,,2024-06-01
5311,3383,2024-09-22,coin,small,29.99,10000,Minnow,US,Android,Treatment,2024-09-09
5312,3386,2024-09-22,coin,large,349.99,150000,Whale,Canada,iOS,Treatment,2024-07-28
5313,3386,2024-09-22,royal_token,value,99.99,2000,Whale,Canada,iOS,Treatment,2024-07-28
5314,4675,2024-09-22,coin,large,349.99,150000,Whale,US,iOS,Control,2024-07-28
5315,5509,2024-09-22,coin,micro,2.99,1000,Dolphin,UK,iOS,,2024-04-21
5316,6019,2024-09-22,coin,large,349.99,150000,Whale,Germany,iOS,,2024-05-07
5317,6164,2024-09-22,coin,large,349.99,150000,Whale,US,Android,,2024-05-18
5318,6224,2024-09-22,coin,small,29.99,10000,Whale,US,iOS,,2024-05-05
5319,7328,2024-09-22,coin,large,349.99,150000,Whale,Other,iOS,Treatment,2024-07-30
5320,7328,2024-09-22,royal_token,value,99.99,2000,Whale,Other,iOS,Treatment,2024-07-30
5321,7368,2024-09-22,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-13
5322,7459,2024-09-22,coin,large,349.99,150000,Whale,Germany,iOS,Control,2024-09-07
5323,8968,2024-09-22,coin,medium,79.99,30000,Minnow,Other,Android,Control,2024-07-25
5324,9087,2024-09-22,coin,large,349.99,150000,Whale,Canada,iOS,Control,2024-08-06
5325,9536,2024-09-22,coin,large,349.99,150000,Whale,Other,iOS,Treatment,2024-08-24
5326,9536,2024-09-22,royal_token,value,99.99,2000,Whale,Other,iOS,Treatment,2024-08-24
5327,9742,2024-09-22,coin,medium,79.99,30000,Whale,UK,Android,Control,2024-08-09
5328,10018,2024-09-22,coin,medium,79.99,30000,Minnow,US,iOS,,2024-06-11
5329,10853,2024-09-22,coin,medium,79.99,30000,Dolphin,Germany,iOS,,2024-05-19
5330,10962,2024-09-22,coin,large,349.99,150000,Whale,US,iOS,,2024-06-05
5331,11897,2024-09-22,coin,large,349.99,150000,Whale,US,iOS,,2024-04-30
5332,12536,2024-09-22,royal_token,standard,39.99,500,Dolphin,US,Android,Treatment,2024-07-17
5333,14690,2024-09-22,coin,medium,79.99,30000,Dolphin,US,iOS,,2024-06-21
5334,15068,2024-09-22,coin,medium,79.99,30000,Whale,UK,Android,Control,2024-08-05
5335,15070,2024-09-22,coin,large,349.99,150000,Whale,Australia,iOS,Control,2024-07-03
5336,16119,2024-09-22,coin,small,29.99,10000,Minnow,UK,iOS,Treatment,2024-08-24
5337,16570,2024-09-22,coin,large,349.99,150000,Whale,Canada,iOS,,2024-06-12
5338,16737,2024-09-22,coin,large,349.99,150000,Whale,Germany,iOS,Treatment,2024-08-12
5339,16737,2024-09-22,royal_token,standard,39.99,500,Whale,Germany,iOS,Treatment,2024-08-12
5340,17262,2024-09-22,coin,medium,79.99,30000,Dolphin,Other,Android,,2024-06-22
5341,22535,2024-09-22,coin,large,349.99,150000,Whale,US,Android,Treatment,2024-08-31
5342,22535,2024-09-22,royal_token,value,99.99,2000,Whale,US,Android,Treatment,2024-08-31
5343,22650,2024-09-22,coin,large,349.99,150000,Whale,Canada,iOS,Control,2024-07-25
5344,22937,2024-09-22,coin,large,349.99,150000,Whale,US,Android,Control,2024-08-13
5345,23185,2024-09-22,coin,small,29.99,10000,Minnow,Australia,iOS,,2024-06-24
5346,23254,2024-09-22,coin,large,349.99,150000,Whale,Other,iOS,Control,2024-08-09
5347,23504,2024-09-22,coin,medium,79.99,30000,Dolphin,Other,Android,,2024-06-13
5348,24586,2024-09-22,coin,large,349.99,150000,Whale,US,iOS,,2024-05-06
5349,26025,2024-09-22,coin,small,29.99,10000,Whale,US,Android,,2024-05-25
5350,26145,2024-09-22,coin,medium,79.99,30000,Minnow,Other,iOS,Control,2024-08-16
5351,26495,2024-09-22,coin,large,349.99,150000,Whale,US,iOS,Control,2024-08-25
5352,28806,2024-09-22,coin,large,349.99,150000,Whale,US,Android,,2024-05-10
5353,29130,2024-09-22,coin,medium,79.99,30000,Dolphin,Germany,Android,Treatment,2024-09-03
5354,29874,2024-09-22,coin,large,349.99,150000,Dolphin,Australia,iOS,,2024-06-11
5355,30729,2024-09-22,coin,medium,79.99,30000,Whale,US,iOS,Treatment,2024-07-21
5356,30729,2024-09-22,royal_token,value,99.99,2000,Whale,US,iOS,Treatment,2024-07-21
5357,31274,2024-09-22,coin,large,349.99,150000,Whale,Canada,Android,Control,2024-08-02
5358,31433,2024-09-22,coin,large,349.99,150000,Whale,UK,iOS,,2024-05-01
5359,31839,2024-09-22,coin,large,349.99,150000,Whale,Other,iOS,,2024-04-21
5360,32023,2024-09-22,coin,large,349.99,150000,Whale,US,iOS,Control,2024-07-09
5361,32057,2024-09-22,coin,micro,2.99,1000,Dolphin,US,Android,Control,2024-08-19
5362,33082,2024-09-22,coin,large,349.99,150000,Whale,US,iOS,Control,2024-09-16
5363,33190,2024-09-22,coin,large,349.99,150000,Whale,Germany,iOS,,2024-04-29
5364,35372,2024-09-22,coin,small,29.99,10000,Whale,UK,iOS,,2024-06-27
5365,35444,2024-09-22,coin,large,349.99,150000,Whale,Other,Android,,2024-05-11
5366,37158,2024-09-22,coin,large,349.99,150000,Whale,UK,iOS,,2024-04-22
5367,37272,2024-09-22,coin,micro,2.99,1000,Dolphin,UK,iOS,Treatment,2024-09-22
5368,37304,2024-09-22,coin,large,349.99,150000,Whale,US,Android,,2024-04-08
5369,37584,2024-09-22,coin,medium,79.99,30000,Whale,US,Android,,2024-05-07
5370,38427,2024-09-22,coin,small,29.99,10000,Minnow,US,iOS,,2024-06-19
